r_shoulder_elev,r_elbow_flex
0.0,0.0
0.0,0.005253499420718718
0.0,0.010506998841437435
0.0,0.015760498262156152
0.0,0.02101399768287487
0.0,0.02626749710359359
0.0,0.031520996524312304
0.0,0.03677449594503102
0.0,0.04202799536574974
0.0,0.04728149478646846
0.0,0.05253499420718718
0.0,0.0577884936279059
0.0,0.06304199304862461
0.0,0.06829549246934333
0.0,0.07354899189006205
0.0,0.07880249131078076
0.0,0.08405599073149948
0.0,0.0893094901522182
0.0,0.09456298957293692
0.0,0.09981648899365564
0.0,0.10506998841437436
0.0,0.11032348783509308
0.0,0.1155769872558118
0.0,0.12083048667653051
0.0,0.12608398609724922
0.0,0.13133748551796795
0.0,0.13659098493868665
0.0,0.1418444843594054
0.0,0.1470979837801241
0.0,0.15235148320084282
0.0,0.15760498262156153
0.0,0.16285848204228026
0.0,0.16811198146299897
0.0,0.17336548088371767
0.0,0.1786189803044364
0.0,0.1838724797251551
0.0,0.18912597914587384
0.0,0.19437947856659255
0.0,0.19963297798731128
0.0,0.20488647740802998
0.0,0.21013997682874871
0.0,0.21539347624946742
0.0,0.22064697567018615
0.0,0.22590047509090486
0.0,0.2311539745116236
0.0,0.2364074739323423
0.0,0.24166097335306103
0.0,0.24691447277377973
0.0,0.25216797219449844
0.0,0.25742147161521717
0.0,0.2626749710359359
0.0,0.2679284704566546
0.0,0.2731819698773733
0.0,0.27843546929809204
0.0,0.2836889687188108
0.0,0.28894246813952945
0.0,0.2941959675602482
0.0,0.2994494669809669
0.0,0.30470296640168565
0.0,0.3099564658224043
0.0,0.31520996524312306
0.0,0.3204634646638418
0.0,0.3257169640845605
0.0,0.3309704635052792
0.0,0.33622396292599793
0.0,0.34147746234671666
0.0,0.34673096176743534
0.0,0.3519844611881541
0.0,0.3572379606088728
0.0,0.36249146002959154
0.0,0.3677449594503102
0.0,0.37299845887102895
0.0,0.3782519582917477
0.0,0.3835054577124664
0.0,0.3887589571331851
0.0,0.3940124565539038
0.0,0.39926595597462256
0.0,0.4045194553953413
0.0,0.40977295481605996
0.0,0.4150264542367787
0.0,0.42027995365749743
0.0,0.4255334530782161
0.0,0.43078695249893484
0.0,0.43604045191965357
0.0,0.4412939513403723
0.0,0.446547450761091
0.0,0.4518009501818097
0.0,0.45705444960252845
0.0,0.4623079490232472
0.0,0.46756144844396585
0.0,0.4728149478646846
0.0,0.4780684472854033
0.0,0.48332194670612205
0.0,0.48857544612684073
0.0,0.49382894554755946
0.0,0.4990824449682782
0.0,0.5043359443889969
0.0,0.5095894438097156
0.0,0.5148429432304343
0.0,0.5200964426511531
0.0,0.5253499420718718
0.0,0.5306034414925905
0.0,0.5358569409133092
0.0,0.5411104403340279
0.0,0.5463639397547466
0.0,0.5516174391754654
0.0,0.5568709385961841
0.0,0.5621244380169028
0.0,0.5673779374376215
0.0,0.5726314368583403
0.0,0.5778849362790589
0.0,0.5831384356997776
0.0,0.5883919351204964
0.0,0.5936454345412151
0.0,0.5988989339619338
0.0,0.6041524333826526
0.0,0.6094059328033713
0.0,0.6146594322240899
0.0,0.6199129316448087
0.0,0.6251664310655274
0.0,0.6304199304862461
0.0,0.6356734299069648
0.0,0.6409269293276836
0.0,0.6461804287484023
0.0,0.651433928169121
0.0,0.6566874275898397
0.0,0.6619409270105584
0.0,0.6671944264312771
0.0,0.6724479258519959
0.0,0.6777014252727146
0.0,0.6829549246934333
0.0,0.6882084241141521
0.0,0.6934619235348707
0.0,0.6987154229555894
0.0,0.7039689223763081
0.0,0.7092224217970269
0.0,0.7144759212177456
0.0,0.7197294206384643
0.0,0.7249829200591831
0.0,0.7302364194799018
0.0,0.7354899189006204
0.0,0.7407434183213392
0.0,0.7459969177420579
0.0,0.7512504171627766
0.0,0.7565039165834954
0.0,0.7617574160042141
0.0,0.7670109154249328
0.0,0.7722644148456514
0.0,0.7775179142663702
0.0,0.7827714136870889
0.0,0.7880249131078076
0.0,0.7932784125285264
0.0,0.7985319119492451
0.0,0.8037854113699638
0.0,0.8090389107906826
0.0,0.8142924102114012
0.0,0.8195459096321199
0.0,0.8247994090528387
0.0,0.8300529084735574
0.0,0.8353064078942761
0.0,0.8405599073149949
0.0,0.8458134067357136
0.0,0.8510669061564322
0.0,0.856320405577151
0.0,0.8615739049978697
0.0,0.8668274044185884
0.0,0.8720809038393071
0.0,0.8773344032600259
0.0,0.8825879026807446
0.0,0.8878414021014633
0.0,0.893094901522182
0.0,0.8983484009429007
0.0,0.9036019003636194
0.0,0.9088553997843382
0.0,0.9141088992050569
0.0,0.9193623986257756
0.0,0.9246158980464944
0.0,0.929869397467213
0.0,0.9351228968879317
0.0,0.9403763963086504
0.0,0.9456298957293692
0.0,0.9508833951500879
0.0,0.9561368945708066
