Abs_r1,Abs_r2,Abs_r3,Abs_t1,Abs_t2,L1_L2_Flex_Ext,L1_L2_Lat_Bending,L1_L2_axial_rotation,L1_T12_Flex_Ext,L1_T12_Lat_Bending,L1_T12_axial_rotation,L2_L3_Flex_Ext,L2_L3_Lat_Bending,L2_L3_axial_rotation,L3_L4_Flex_Ext,L3_L4_Lat_Bending,L3_L4_axial_rotation,L4_L5_Flex_Ext,L4_L5_Lat_Bending,L4_L5_axial_rotation,L5_S1_Flex_Ext,L5_S1_Lat_Bending,L5_S1_axial_rotation,acromioclavicular_r1_l,acromioclavicular_r1_r,acromioclavicular_r2_l,acromioclavicular_r2_r,acromioclavicular_r3_l,acromioclavicular_r3_r,ankle_angle_l,ankle_angle_r,c1_skull_AR,c1_skull_FE,c1_skull_LB,c2_c1_AR,c2_c1_FE,c2_c1_LB,c3_c2_AR,c3_c2_FE,c3_c2_LB,c4_c3_AR,c4_c3_FE,c4_c3_LB,c5_c4_AR,c5_c4_FE,c5_c4_LB,c6_c5_AR,c6_c5_FE,c6_c5_LB,c7_c6_AR,c7_c6_FE,c7_c6_LB,cmc_abduction_l,cmc_abduction_r,cmc_flexion_l,cmc_flexion_r,deviation,deviation_l,elbow_flex_l,elbow_flex_r,elv_angle_l,elv_angle_r,flexion_l,flexion_r,hip_adduction_l,hip_adduction_r,hip_flexion_l,hip_flexion_r,hip_rotation_l,hip_rotation_r,ip_flexion_l,ip_flexion_r,knee_angle_l,knee_angle_l_beta_rotation1,knee_angle_l_beta_translation1,knee_angle_l_beta_translation2,knee_angle_l_rotation2,knee_angle_l_rotation3,knee_angle_l_translation1,knee_angle_l_translation2,knee_angle_r,knee_angle_r_beta_rotation1,knee_angle_r_beta_translation1,knee_angle_r_beta_translation2,knee_angle_r_rotation2,knee_angle_r_rotation3,knee_angle_r_translation1,knee_angle_r_translation2,mcp2_abduction_l,mcp2_abduction_r,mcp2_flexion_l,mcp2_flexion_r,mcp3_abduction_l,mcp3_abduction_r,mcp3_flexion_l,mcp3_flexion_r,mcp4_abduction_l,mcp4_abduction_r,mcp4_flexion_l,mcp4_flexion_r,mcp5_abduction_l,mcp5_abduction_r,mcp5_flexion_l,mcp5_flexion_r,md2_flexion_l,md2_flexion_r,md3_flexion_l,md3_flexion_r,md4_flexion_l,md4_flexion_r,md5_flexion_l,md5_flexion_r,mp_flexion_l,mp_flexion_r,mtp_flex_l,mtp_flex_r,pm2_flexion_l,pm2_flexion_r,pm3_flexion_l,pm3_flexion_r,pm4_flexion_l,pm4_flexion_r,pm5_flexion_l,pm5_flexion_r,pro_sup,pro_sup_l,shoulder1_r2_l,shoulder1_r2_r,shoulder_elv_l,shoulder_elv_r,shoulder_rot_l,shoulder_rot_r,skull_AR,skull_FE,skull_LB,sternoclavicular_r2_l,sternoclavicular_r2_r,sternoclavicular_r3_l,sternoclavicular_r3_r,subtalar_angle_l,subtalar_angle_r,unrothum_r1_l,unrothum_r1_r,unrothum_r2_l,unrothum_r2_r,unrothum_r3_l,unrothum_r3_r,unrotscap_r2_l,unrotscap_r2_r,unrotscap_r3_l,unrotscap_r3_r
-0.000938,-0.00309,-0.002499,0.00539,-0.02412,-0.1956,0.03928,0.1731,-0.1956,0.0392,-0.04572,-0.1954,0.03983,0.1283,-0.1897,0.03952,-0.09296,-0.11346,0.03833,-0.1675,-0.2235,-0.09686,0.07355,0.04282,0.06,-0.00999,-0.00435,0.2544,0.2363,0.1482,-0.2568,0.11237,0.001748,-0.04858,0.08154,0.1196,-0.04865,0.007584,0.04758,-0.023,0.00728,0.1329,0.0403,0.0009465,0.1542,0.04462,0.00263,0.0495,0.0373,0.02606,-0.04227,0.003485,-0.1,-0.1,-0.1,-0.1,-0.1271,0.305,0.9526,1.76,0.3696,0.814,-0.78,-0.584,-0.412,-0.4592,0.2642,0.1454,-0.1611,-0.16,0.2,0.2,0.8647,0.0,0.05,-0.0179,0.0347,-0.0996,0.00109,-0.005627,0.3516,0.0,0.05,-0.0179,0.00759,0.1317,0.001471,0.005356,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.005,1.012,0.05655,-0.491,0.08655,0.8296,0.05658,-0.491,0.06976,-0.11804,-0.00436,-0.1472,-0.1001,0.1484,0.0979,0.1958,0.1572,-0.02643,-0.1538,0.0794,0.1106,-0.01015,-0.1957,0.01056,0.1724,-0.1104,-0.11597
0.0059,0.005486,-0.002867,0.004684,-0.02805,-0.1956,0.03928,0.1628,-0.1956,0.0393,-0.01903,-0.1956,0.03958,0.11206,-0.1985,0.03937,-0.11206,-0.1771,0.03955,-0.1758,-0.1805,-0.10724,0.0972,0.0334,0.05997,-0.009926,-0.00288,0.2678,0.2515,0.166,-0.286,0.1344,-0.0848,-0.0478,0.0924,0.141,-0.05283,0.005894,0.1361,-0.04068,0.00712,0.1731,0.04767,-0.00431,0.1783,0.05084,-0.002794,-0.0371,0.04706,0.02635,-0.05725,0.00561,-0.1,-0.1,-0.1,-0.1,-0.088,0.2842,1.003,1.773,0.3699,0.785,-0.7573,-0.728,-0.4395,-0.449,0.2573,0.1439,-0.1847,-0.1674,0.2,0.2,0.8896,0.0,0.05,-0.0179,0.03384,-0.1166,0.001548,-0.00683,0.307,0.0,0.05,-0.0179,0.00937,0.1407,0.001503,0.006428,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.005,0.998,0.0667,-0.4788,0.0974,0.784,0.0667,-0.4788,0.0584,-0.1442,0.02473,-0.149,-0.125,0.1312,0.09235,0.172,0.1842,-0.04752,-0.1644,0.0881,0.0838,-0.01011,-0.2131,0.0001336,0.1895,-0.11285,-0.1157
0.013824,0.01557,-0.003191,0.00339,-0.0313,-0.1956,0.0392,0.1298,-0.1954,0.03928,0.0249,-0.1956,0.03925,0.0748,-0.1978,0.03925,-0.1288,-0.2023,0.03955,-0.1775,-0.1724,-0.10486,0.136,0.01494,0.05997,-0.01001,-0.000538,0.277,0.2542,0.1652,-0.3206,0.1464,-0.1284,-0.03574,0.0938,0.1584,-0.05322,0.0009665,0.1875,-0.04837,0.004486,0.1898,0.05225,-0.00812,0.186,0.053,-0.0053,-0.10406,0.05243,0.02864,-0.05994,0.00618,-0.1,-0.1,-0.1,-0.1,-0.00121,0.2556,1.052,1.781,0.3643,0.74,-0.731,-0.8,-0.4663,-0.4473,0.251,0.1439,-0.2106,-0.1714,0.2,0.2,0.9087,0.0,0.05,-0.0179,0.0334,-0.1406,0.001679,-0.007027,0.2812,0.0,0.05,-0.0179,0.01678,0.1501,0.00144,0.00654,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.021,0.993,0.07367,-0.4822,0.1144,0.7583,0.07367,-0.4822,0.04105,-0.1566,0.04703,-0.1458,-0.1382,0.112,0.0835,0.1536,0.1886,-0.06647,-0.1565,0.0932,0.05716,-0.005123,-0.2152,-0.002031,0.2037,-0.11145,-0.1129
0.02065,0.02432,-0.003418,0.002623,-0.03427,-0.1954,0.03918,0.0955,-0.1953,0.0392,0.0616,-0.1954,0.03915,0.03854,-0.1957,0.03925,-0.1406,-0.2017,0.0393,-0.1764,-0.1886,-0.0886,0.1783,0.0016365,0.06,-0.010185,0.000676,0.2778,0.2505,0.1613,-0.3333,0.1484,-0.1332,-0.02393,0.08795,0.1675,-0.05255,-0.0045,0.1962,-0.04752,0.000512,0.1898,0.05322,-0.009186,0.1825,0.05286,-0.003853,-0.13,0.05338,0.03029,-0.05795,0.006023,-0.1,-0.1,-0.1,-0.1,0.08746,0.2334,1.072,1.801,0.3555,0.7085,-0.727,-0.812,-0.4788,-0.4468,0.2429,0.1458,-0.2219,-0.1675,0.2,0.2,0.924,0.0,0.05,-0.0179,0.03333,-0.1569,0.001638,-0.006874,0.2847,0.0,0.05,-0.0179,0.02242,0.1501,0.00147,0.006546,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.043,1.001,0.077,-0.4875,0.1252,0.756,0.077,-0.4875,0.0198,-0.1578,0.05524,-0.1426,-0.1384,0.1044,0.0765,0.1442,0.1869,-0.0661,-0.1212,0.0947,0.04184,-0.0005584,-0.1936,-0.000841,0.2125,-0.1084,-0.109
0.02296,0.02734,-0.00362,0.003187,-0.0383,-0.1954,0.03937,0.0913,-0.1953,0.03925,0.0677,-0.1954,0.0393,0.03134,-0.1952,0.03925,-0.1517,-0.1969,0.03925,-0.1759,-0.2179,-0.0669,0.1998,0.005997,0.06,-0.01022,-5.81e-05,0.2727,0.2479,0.1735,-0.3057,0.1536,-0.1268,-0.0246,0.0845,0.1713,-0.05222,-0.007103,0.1893,-0.04434,-0.00279,0.1866,0.05283,-0.00887,0.1797,0.0525,-0.003216,-0.1244,0.05276,0.02435,-0.0566,0.0135,-0.1,-0.1,-0.1,-0.1,0.0903,0.2291,1.054,1.822,0.3513,0.706,-0.7485,-0.7915,-0.4717,-0.44,0.2336,0.1328,-0.2045,-0.1554,0.2,0.2,0.9414,0.0,0.05,-0.0179,0.03342,-0.1539,0.001597,-0.00682,0.3093,0.0,0.05,-0.0179,0.01843,0.1355,0.001577,0.006844,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.063,1.014,0.0776,-0.5005,0.12256,0.7725,0.0776,-0.5005,-0.005848,-0.1562,0.0551,-0.1438,-0.1255,0.11206,0.07355,0.1477,0.1945,-0.04614,-0.0686,0.0876,0.04044,0.000764,-0.1515,7.087e-05,0.2102,-0.1077,-0.10815
0.02214,0.02626,-0.00377,0.00444,-0.04208,-0.1956,0.0399,0.12195,-0.1959,0.03952,0.0481,-0.1956,0.03964,0.05573,-0.1953,0.0393,-0.1642,-0.1959,0.03925,-0.1761,-0.2415,-0.0544,0.191,0.02441,0.06,-0.00946,-0.00267,0.2683,0.2479,0.1953,-0.2615,0.167,-0.12427,-0.03723,0.0868,0.1708,-0.0524,-0.00684,0.1854,-0.0369,-0.005116,0.1859,0.0527,-0.00861,0.1823,0.0527,-0.006065,-0.1056,0.0527,0.00707,-0.05676,0.02982,-0.1,-0.1,-0.1,-0.1,-0.00284,0.235,1.011,1.824,0.3662,0.731,-0.773,-0.7295,-0.4521,-0.4348,0.2289,0.10266,-0.1641,-0.1422,0.2,0.2,0.957,0.0,0.05,-0.0179,0.03397,-0.1333,0.001589,-0.00685,0.3352,0.0,0.05,-0.0179,0.008255,0.1136,0.001671,0.00715,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.086,1.0205,0.0789,-0.5337,0.1103,0.8037,0.0789,-0.5337,-0.03525,-0.1562,0.05283,-0.1517,-0.1021,0.1276,0.0748,0.1697,0.2091,-0.02055,-0.023,0.066,0.0514,0.0003655,-0.09735,0.000489,0.195,-0.1082,-0.1115
0.0228,0.02707,-0.003677,0.00484,-0.04172,-0.1959,0.0399,0.1592,-0.1971,0.03992,0.02899,-0.1958,0.03973,0.0872,-0.1956,0.03934,-0.1732,-0.1946,0.03928,-0.1761,-0.2332,-0.05685,0.1681,0.04245,0.06,-0.007343,-0.005795,0.2654,0.2444,0.2012,-0.2404,0.1783,-0.12415,-0.05005,0.08813,0.1652,-0.05286,-0.006325,0.1862,-0.02087,-0.007023,0.1868,0.0524,-0.008606,0.1855,0.05276,-0.009384,-0.0868,0.05292,-0.014244,-0.0581,0.04358,-0.1,-0.1,-0.1,-0.1,-0.1102,0.2311,0.9644,1.791,0.399,0.765,-0.7827,-0.6284,-0.43,-0.4421,0.2369,0.0745,-0.12463,-0.1389,0.2,0.2,0.9536,0.0,0.05,-0.0179,0.03485,-0.10706,0.001596,-0.006706,0.3472,0.0,0.05,-0.0179,0.001273,0.0925,0.001656,0.006737,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.093,1.023,0.07916,-0.577,0.0974,0.841,0.07916,-0.577,-0.06055,-0.1559,0.04865,-0.1617,-0.0769,0.1398,0.0793,0.206,0.2163,-0.003296,-0.0003133,0.03384,0.06525,-2.587e-05,-0.0442,0.00198,0.1748,-0.10614,-0.1153
0.0253,0.03032,-0.003254,0.00375,-0.0353,-0.196,0.03732,0.1775,-0.1964,0.0392,0.02452,-0.1957,0.03818,0.10364,-0.1954,0.03925,-0.1748,-0.1884,0.03928,-0.1742,-0.191,-0.0641,0.1525,0.0519,0.06006,-0.00421,-0.00782,0.2622,0.232,0.1768,-0.2478,0.1783,-0.12,-0.05447,0.0836,0.1573,-0.0527,-0.006905,0.1868,-0.003082,-0.008095,0.1859,0.05063,-0.00834,0.1846,0.05103,-0.0103,-0.0754,0.05148,-0.02785,-0.05917,0.0465,-0.1,-0.1,-0.1,-0.1,-0.168,0.2114,0.9277,1.733,0.4265,0.791,-0.7817,-0.5317,-0.407,-0.4587,0.2544,0.06186,-0.1063,-0.1465,0.2,0.2,0.917,0.0,0.05,-0.0179,0.0339,-0.0898,0.001609,-0.00623,0.348,0.0,0.05,-0.0179,-0.0007076,0.07434,0.001378,0.004883,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.063,1.025,0.0707,-0.6157,0.09326,0.875,0.0707,-0.6157,-0.07336,-0.1504,0.04248,-0.1665,-0.05762,0.1433,0.08636,0.2434,0.2009,0.002214,0.003956,0.007504,0.0738,-8.14e-05,-0.00855,0.008865,0.16,-0.10364,-0.11676
0.02594,0.03137,-0.002682,0.002205,-0.02621,-0.194,0.03113,0.1776,-0.1891,0.03577,0.0272,-0.1941,0.03418,0.1053,-0.1952,0.03888,-0.1705,-0.1792,0.03928,-0.17,-0.1467,-0.0629,0.1499,0.05612,0.06006,-0.001359,-0.00884,0.2617,0.2133,0.132,-0.2546,0.1713,-0.1076,-0.0507,0.0766,0.1527,-0.0504,-0.00761,0.1825,0.006325,-0.007866,0.1796,0.04718,-0.007523,0.1785,0.04648,-0.00933,-0.0711,0.0467,-0.03065,-0.05505,0.04062,-0.1,-0.1,-0.1,-0.1,-0.1808,0.1902,0.898,1.682,0.4382,0.815,-0.7812,-0.4758,-0.3796,-0.4749,0.2664,0.05603,-0.10895,-0.1555,0.2,0.2,0.8516,0.0,0.05,-0.0179,0.0275,-0.09064,0.001616,-0.005726,0.353,0.0,0.05,-0.0179,-0.001493,0.0602,0.000811,0.00215,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.004,1.026,0.049,-0.6494,0.0997,0.906,0.049,-0.6494,-0.0751,-0.1368,0.03815,-0.1659,-0.04486,0.1401,0.09814,0.2722,0.1583,0.001464,0.002714,-0.00286,0.0817,-1.705e-05,0.004074,0.02838,0.1473,-0.106,-0.1165
0.02438,0.02963,-0.002184,0.00191,-0.01932,-0.1884,0.0248,0.1737,-0.1749,0.03027,0.0291,-0.1904,0.03,0.10425,-0.1948,0.0384,-0.1644,-0.1733,0.03928,-0.1649,-0.1273,-0.05212,0.153,0.05893,0.05984,0.000178,-0.00956,0.2683,0.1958,0.08496,-0.2435,0.1641,-0.0887,-0.0424,0.07074,0.1525,-0.04544,-0.00775,0.1722,0.00786,-0.007153,0.168,0.04382,-0.00668,0.1709,0.04065,-0.00816,-0.0666,0.03986,-0.02864,-0.04086,0.03204,-0.1,-0.1,-0.1,-0.1,-0.1766,0.1818,0.8745,1.661,0.4514,0.8413,-0.783,-0.462,-0.3528,-0.4841,0.2678,0.0392,-0.11743,-0.1647,0.2,0.2,0.7783,0.0,0.05,-0.0179,0.01616,-0.108,0.001581,-0.005566,0.3699,0.0,0.05,-0.0179,0.00051,0.04907,0.000342,0.0001967,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9375,1.022,0.01859,-0.678,0.1108,0.9326,0.01859,-0.678,-0.07306,-0.11804,0.03882,-0.168,-0.03455,0.1306,0.1124,0.2937,0.10144,0.0001072,-0.001414,-0.002523,0.09283,1.734e-05,0.00336,0.0647,0.127,-0.11194,-0.11566
0.02292,0.02794,-0.001796,0.003532,-0.01633,-0.1775,0.02448,0.1729,-0.165,0.02667,0.02948,-0.1841,0.0298,0.1086,-0.1919,0.0383,-0.1589,-0.1718,0.03928,-0.1615,-0.1338,-0.0403,0.1548,0.06027,0.0594,0.00047,-0.01002,0.281,0.1879,0.0464,-0.223,0.1578,-0.07214,-0.03513,0.0653,0.154,-0.04056,-0.007835,0.1632,0.007698,-0.00695,0.1592,0.04257,-0.00644,0.1678,0.0373,-0.007706,-0.05634,0.0358,-0.02725,-0.0192,0.02698,-0.1,-0.1,-0.1,-0.1,-0.171,0.1877,0.8604,1.683,0.4827,0.8564,-0.785,-0.481,-0.3364,-0.4863,0.2705,0.001407,-0.11993,-0.1849,0.2,0.2,0.7227,0.0,0.05,-0.0179,0.007706,-0.1328,0.001485,-0.005627,0.3909,0.0,0.05,-0.0179,0.0098,0.03424,0.0004485,-0.0003228,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8794,1.012,-0.01201,-0.691,0.1227,0.95,-0.01201,-0.691,-0.0723,-0.1037,0.04172,-0.1783,-0.02698,0.11426,0.1213,0.3093,0.0487,-0.000247,-0.013664,-0.000372,0.0989,-1.63e-05,8.14e-05,0.11066,0.10254,-0.11597,-0.1144
0.0209,0.02548,-0.001502,0.005802,-0.01548,-0.1608,0.03078,0.1744,-0.1698,0.02701,0.02647,-0.1741,0.03403,0.1195,-0.1835,0.03873,-0.1543,-0.169,0.03928,-0.1617,-0.1547,-0.03354,0.1533,0.0603,0.05908,-7.147e-05,-0.010284,0.2925,0.1907,0.02087,-0.2026,0.1508,-0.069,-0.0338,0.05847,0.1555,-0.03983,-0.008125,0.1632,0.00757,-0.00734,0.1614,0.0434,-0.00687,0.1725,0.03836,-0.008026,-0.04257,0.03754,-0.02754,0.001659,0.02805,-0.1,-0.1,-0.1,-0.1,-0.1685,0.2007,0.8545,1.724,0.527,0.853,-0.7856,-0.521,-0.331,-0.4817,0.2822,-0.04947,-0.1166,-0.2205,0.2,0.2,0.6904,0.0,0.05,-0.0179,0.0098,-0.1599,0.001368,-0.005783,0.4094,0.0,0.05,-0.0179,0.0233,0.01448,0.00103,-0.0001396,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8403,0.996,-0.0369,-0.6865,0.1317,0.9546,-0.0369,-0.6865,-0.0728,-0.1045,0.0428,-0.1931,-0.02545,0.0978,0.12274,0.3213,0.007717,-0.00011253,-0.03043,0.0003574,0.0951,-9.793e-05,-0.00233,0.1492,0.08594,-0.11676,-0.11365
0.01665,0.02014,-0.001337,0.00699,-0.01471,-0.1417,0.03745,0.1758,-0.1841,0.02731,0.01733,-0.1613,0.03836,0.1335,-0.1704,0.03918,-0.15,-0.1631,0.03928,-0.1641,-0.1797,-0.03052,0.1501,0.06006,0.05936,-0.001606,-0.0104,0.297,0.199,0.009514,-0.1821,0.1409,-0.07404,-0.03653,0.04874,0.156,-0.0428,-0.00839,0.1681,0.006477,-0.00795,0.169,0.04413,-0.007668,0.1794,0.04086,-0.00889,-0.02986,0.04172,-0.0286,0.01917,0.0315,-0.1,-0.1,-0.1,-0.1,-0.1698,0.2098,0.851,1.751,0.5674,0.8433,-0.7856,-0.561,-0.3296,-0.473,0.2944,-0.08923,-0.1146,-0.2583,0.2,0.2,0.6685,0.0,0.05,-0.0179,0.0205,-0.1908,0.001266,-0.00618,0.4329,0.0,0.05,-0.0179,0.03217,-0.000985,0.00153,5.07e-06,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8223,0.98,-0.05615,-0.6797,0.1323,0.9517,-0.05615,-0.6797,-0.0734,-0.1141,0.04245,-0.2037,-0.02959,0.0904,0.12427,0.3325,-0.02654,6.8e-06,-0.03848,0.0002048,0.08923,-6.723e-05,-0.00366,0.1675,0.07947,-0.1163,-0.1144
0.01184,0.014046,-0.001302,0.007088,-0.013885,-0.1274,0.0401,0.1761,-0.1948,0.02312,0.003328,-0.1498,0.03992,0.1456,-0.1576,0.03934,-0.1458,-0.157,0.03928,-0.1653,-0.2026,-0.02914,0.1482,0.05997,0.0598,-0.004116,-0.009674,0.2966,0.2065,0.005337,-0.1561,0.1283,-0.066,-0.03705,0.03677,0.1556,-0.04477,-0.008514,0.163,0.004803,-0.00842,0.1649,0.0428,-0.008354,0.1786,0.04068,-0.00972,-0.01717,0.0436,-0.0295,0.03757,0.0336,-0.1,-0.1,-0.1,-0.1,-0.1729,0.2126,0.8496,1.754,0.5923,0.8403,-0.785,-0.584,-0.3274,-0.4653,0.3003,-0.0981,-0.1182,-0.2825,0.2,0.2,0.646,0.0,0.05,-0.0179,0.03055,-0.2228,0.001145,-0.006645,0.4744,0.0,0.05,-0.0179,0.03333,-0.003845,0.00168,-7.147e-05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8228,0.9663,-0.076,-0.681,0.128,0.949,-0.076,-0.681,-0.0735,-0.11,0.04156,-0.207,-0.0368,0.09204,0.1302,0.343,-0.06097,2.57e-05,-0.03293,1.9e-06,0.0885,0.000382,-0.003822,0.1683,0.0792,-0.11597,-0.11554
0.009514,0.01113,-0.001331,0.00729,-0.01415,-0.12115,0.03992,0.176,-0.1974,0.0163,-0.01088,-0.1421,0.03967,0.1543,-0.1478,0.0393,-0.1412,-0.1533,0.03928,-0.1641,-0.2223,-0.03113,0.1488,0.05997,0.06006,-0.00632,-0.007347,0.295,0.2104,-0.0005383,-0.1199,0.11615,-0.03625,-0.03442,0.02597,0.1527,-0.04373,-0.00855,0.1394,0.003254,-0.00861,0.1417,0.03928,-0.00864,0.1681,0.03757,-0.010086,0.002619,0.04355,-0.02985,0.0582,0.03586,-0.1,-0.1,-0.1,-0.1,-0.1747,0.2147,0.8555,1.74,0.6035,0.8467,-0.785,-0.5923,-0.3264,-0.4658,0.3066,-0.0778,-0.1251,-0.2915,0.2,0.2,0.6357,0.0,0.05,-0.0179,0.03458,-0.2477,0.000959,-0.006855,0.541,0.0,0.05,-0.0179,0.03168,0.00872,0.001642,-0.0001389,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.837,0.9546,-0.1,-0.692,0.1279,0.9536,-0.1,-0.692,-0.07306,-0.0852,0.03732,-0.2068,-0.04556,0.0975,0.1381,0.349,-0.09564,1.04e-05,-0.02283,-4.625e-05,0.09247,0.0010605,-0.003372,0.1635,0.0834,-0.11597,-0.11615
0.00967,0.01142,-0.001382,0.00814,-0.01599,-0.1212,0.03934,0.1759,-0.1959,0.01245,-0.02281,-0.1372,0.03928,0.161,-0.1394,0.03928,-0.1364,-0.1517,0.03928,-0.1616,-0.2435,-0.03763,0.1511,0.05997,0.06006,-0.00715,-0.00472,0.2932,0.2108,-0.00907,-0.07684,0.1078,-0.002634,-0.032,0.01918,0.1461,-0.04172,-0.00863,0.1083,0.001917,-0.00869,0.11285,0.0353,-0.00872,0.158,0.034,-0.01018,0.03122,0.04364,-0.02992,0.0754,0.03873,-0.1,-0.1,-0.1,-0.1,-0.1749,0.2175,0.873,1.719,0.616,0.866,-0.785,-0.599,-0.3284,-0.4773,0.3208,-0.04428,-0.1304,-0.293,0.2,0.2,0.6494,0.0,0.05,-0.0179,0.03442,-0.2605,0.0007863,-0.006844,0.6235,0.0,0.05,-0.0179,0.03162,0.0341,0.001599,0.0004487,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8545,0.946,-0.1231,-0.707,0.1324,0.9688,-0.1231,-0.707,-0.07275,-0.05914,0.02979,-0.2079,-0.0536,0.104,0.1464,0.35,-0.1251,-2.74e-06,-0.016,-1.08e-05,0.1009,4.79e-05,-0.002634,0.1608,0.0883,-0.116,-0.11615
