Abs_r1,Abs_r2,Abs_r3,Abs_t1,Abs_t2,L1_L2_Flex_Ext,L1_L2_Lat_Bending,L1_L2_axial_rotation,L1_T12_Flex_Ext,L1_T12_Lat_Bending,L1_T12_axial_rotation,L2_L3_Flex_Ext,L2_L3_Lat_Bending,L2_L3_axial_rotation,L3_L4_Flex_Ext,L3_L4_Lat_Bending,L3_L4_axial_rotation,L4_L5_Flex_Ext,L4_L5_Lat_Bending,L4_L5_axial_rotation,L5_S1_Flex_Ext,L5_S1_Lat_Bending,L5_S1_axial_rotation,acromioclavicular_r1_l,acromioclavicular_r1_r,acromioclavicular_r2_l,acromioclavicular_r2_r,acromioclavicular_r3_l,acromioclavicular_r3_r,ankle_angle_l,ankle_angle_r,c1_skull_AR,c1_skull_FE,c1_skull_LB,c2_c1_AR,c2_c1_FE,c2_c1_LB,c3_c2_AR,c3_c2_FE,c3_c2_LB,c4_c3_AR,c4_c3_FE,c4_c3_LB,c5_c4_AR,c5_c4_FE,c5_c4_LB,c6_c5_AR,c6_c5_FE,c6_c5_LB,c7_c6_AR,c7_c6_FE,c7_c6_LB,cmc_abduction_l,cmc_abduction_r,cmc_flexion_l,cmc_flexion_r,deviation,deviation_l,elbow_flex_l,elbow_flex_r,elv_angle_l,elv_angle_r,flexion_l,flexion_r,hip_adduction_l,hip_adduction_r,hip_flexion_l,hip_flexion_r,hip_rotation_l,hip_rotation_r,ip_flexion_l,ip_flexion_r,knee_angle_l,knee_angle_l_beta_rotation1,knee_angle_l_beta_translation1,knee_angle_l_beta_translation2,knee_angle_l_rotation2,knee_angle_l_rotation3,knee_angle_l_translation1,knee_angle_l_translation2,knee_angle_r,knee_angle_r_beta_rotation1,knee_angle_r_beta_translation1,knee_angle_r_beta_translation2,knee_angle_r_rotation2,knee_angle_r_rotation3,knee_angle_r_translation1,knee_angle_r_translation2,mcp2_abduction_l,mcp2_abduction_r,mcp2_flexion_l,mcp2_flexion_r,mcp3_abduction_l,mcp3_abduction_r,mcp3_flexion_l,mcp3_flexion_r,mcp4_abduction_l,mcp4_abduction_r,mcp4_flexion_l,mcp4_flexion_r,mcp5_abduction_l,mcp5_abduction_r,mcp5_flexion_l,mcp5_flexion_r,md2_flexion_l,md2_flexion_r,md3_flexion_l,md3_flexion_r,md4_flexion_l,md4_flexion_r,md5_flexion_l,md5_flexion_r,mp_flexion_l,mp_flexion_r,mtp_flex_l,mtp_flex_r,pm2_flexion_l,pm2_flexion_r,pm3_flexion_l,pm3_flexion_r,pm4_flexion_l,pm4_flexion_r,pm5_flexion_l,pm5_flexion_r,pro_sup,pro_sup_l,shoulder1_r2_l,shoulder1_r2_r,shoulder_elv_l,shoulder_elv_r,shoulder_rot_l,shoulder_rot_r,skull_AR,skull_FE,skull_LB,sternoclavicular_r2_l,sternoclavicular_r2_r,sternoclavicular_r3_l,sternoclavicular_r3_r,subtalar_angle_l,subtalar_angle_r,unrothum_r1_l,unrothum_r1_r,unrothum_r2_l,unrothum_r2_r,unrothum_r3_l,unrothum_r3_r,unrotscap_r2_l,unrotscap_r2_r,unrotscap_r3_l,unrotscap_r3_r
-0.0168,-0.01456,-0.002066,0.001865,-0.03099,-0.1954,0.03928,0.1754,-0.1956,0.03928,0.01888,-0.1954,0.03943,0.0879,-0.2034,0.0395,-0.1758,-0.1937,0.03958,-0.1759,-0.1853,-0.1642,0.0664,0.05573,0.03027,-0.010025,-0.006283,0.2578,0.2603,0.1649,-0.295,0.2084,-0.1221,0.002874,0.1577,-0.02023,-0.03348,0.00853,0.1807,-0.04425,0.00852,0.1863,-0.04553,0.008514,0.1792,0.03214,0.01015,0.1152,0.0372,0.03047,-0.05753,0.01521,-0.1,-0.1,-0.1,-0.1,-0.1395,0.2457,0.85,1.65,0.792,0.7725,-0.786,-0.7715,-0.3716,-0.4412,0.2046,0.1766,-0.1326,-0.11847,0.2,0.2,0.8984,0.0,0.05,-0.0179,0.01325,-0.0803,0.001655,-0.003504,0.3518,0.0,0.05,-0.0179,0.01216,0.1583,0.0004225,0.0018015,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9775,0.901,-0.2205,-0.4402,0.2966,0.678,-0.2205,-0.4402,0.0407,0.0674,0.0507,-0.06287,-0.16,0.0794,0.02747,0.1758,0.1481,-0.1475,-0.2017,0.09607,0.12354,-0.1176,-0.204,-0.000391,0.163,-0.11664,-0.0681
-0.005287,-0.0004444,-0.002108,0.002111,-0.03165,-0.1954,0.03928,0.175,-0.1954,0.03928,0.04208,-0.1954,0.0394,0.073,-0.199,0.03943,-0.1758,-0.2083,0.03952,-0.1759,-0.1874,-0.2119,0.04764,0.05872,0.0082,-0.01002,-0.006386,0.259,0.2678,0.2008,-0.3286,0.2161,-0.133,0.03125,0.1648,-0.01987,-0.02567,0.00889,0.1909,-0.04526,0.0089,0.1924,-0.0495,0.00878,0.1813,0.02823,0.01057,0.07697,0.02994,0.0302,-0.0611,-0.001798,-0.1,-0.1,-0.1,-0.1,-0.0714,0.2424,0.8525,1.637,0.7476,0.7837,-0.7876,-0.7812,-0.3945,-0.4478,0.1787,0.1918,-0.1609,-0.1046,0.2,0.2,0.9463,0.0,0.05,-0.0179,0.0197,-0.0961,0.001633,-0.004517,0.3345,0.0,0.05,-0.0179,0.00473,0.189,8.06e-05,0.000439,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.016,0.8857,-0.2244,-0.3818,0.2793,0.597,-0.2244,-0.3818,0.02988,0.05692,0.05582,-0.06415,-0.2056,0.0798,0.005505,0.1667,0.1698,-0.1777,-0.2166,0.07996,0.1226,-0.1189,-0.2374,0.0001476,0.1387,-0.1183,-0.02399
-0.004932,-0.0004768,-0.002424,0.002598,-0.03574,-0.1956,0.0392,0.1752,-0.1953,0.03928,0.04025,-0.1954,0.0392,0.069,-0.1953,0.03925,-0.1766,-0.2003,0.0393,-0.1759,-0.2244,-0.2244,0.0394,0.0601,-0.004166,-0.01002,-0.00495,0.2502,0.2732,0.2458,-0.3281,0.2219,-0.1271,0.05115,0.1727,-0.00793,-0.02719,0.00916,0.1866,-0.049,0.00925,0.1881,-0.05215,0.00907,0.1835,0.02109,0.009995,0.04355,0.03247,0.0293,-0.058,-0.004116,-0.1,-0.1,-0.1,-0.1,0.0653,0.2416,0.8545,1.637,0.716,0.7793,-0.786,-0.7827,-0.4233,-0.4363,0.1312,0.1722,-0.1838,-0.09235,0.2,0.2,0.9854,0.0,0.05,-0.0179,0.02313,-0.1054,0.001598,-0.005257,0.3342,0.0,0.05,-0.0179,-0.001409,0.1914,0.0004041,0.00187,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.061,0.8975,-0.2273,-0.3389,0.2659,0.5386,-0.2273,-0.3389,0.011475,0.03003,0.05386,-0.05743,-0.2338,0.08276,-0.003405,0.1465,0.2057,-0.1875,-0.236,0.0693,0.11865,-0.1219,-0.2585,0.0001712,0.1161,-0.11707,0.004402
-0.010635,-0.00803,-0.00274,0.00331,-0.0401,-0.1954,0.03918,0.1755,-0.1952,0.03925,0.0342,-0.1954,0.0391,0.07104,-0.1946,0.03918,-0.1769,-0.1948,0.0392,-0.1758,-0.2512,-0.2173,0.03427,0.05948,-0.001633,-0.010124,-0.001859,0.2423,0.272,0.2805,-0.313,0.2244,-0.12286,0.0572,0.179,0.0164,-0.03102,0.0079,0.1825,-0.04907,0.00805,0.1842,-0.05176,0.008316,0.1854,0.013695,0.00689,0.02173,0.04004,0.0264,-0.05292,0.006386,-0.1,-0.1,-0.1,-0.1,0.2203,0.2317,0.8643,1.66,0.703,0.7466,-0.7764,-0.7935,-0.4463,-0.4187,0.09827,0.1333,-0.1892,-0.0936,0.2,0.2,1.019,0.0,0.05,-0.0179,0.02477,-0.1049,0.001585,-0.00462,0.3354,0.0,0.05,-0.0179,-0.002195,0.1692,0.001087,0.004765,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.099,0.911,-0.217,-0.3284,0.2615,0.5044,-0.217,-0.3284,-0.01451,-0.01593,0.05243,-0.05124,-0.2372,0.08386,-0.006565,0.1223,0.2346,-0.1846,-0.2448,0.0714,0.10095,-0.11554,-0.268,-5.937e-05,0.1178,-0.1148,0.00847
-0.0139,-0.012375,-0.002897,0.003393,-0.04208,-0.1952,0.03934,0.1758,-0.1958,0.03912,0.03195,-0.1952,0.0394,0.07275,-0.1948,0.0393,-0.1735,-0.1954,0.03925,-0.1759,-0.252,-0.2045,0.0365,0.05685,0.01617,-0.01021,-0.0002116,0.2465,0.2646,0.2944,-0.3013,0.2191,-0.1249,0.0543,0.1764,0.04108,-0.02449,0.004074,0.1796,-0.03812,0.00402,0.1836,-0.04376,0.005424,0.1874,0.01028,0.001627,0.0193,0.04395,0.02225,-0.04507,0.01695,-0.1,-0.1,-0.1,-0.1,0.2866,0.2228,0.8735,1.681,0.7056,0.702,-0.7607,-0.784,-0.451,-0.4116,0.0974,0.09485,-0.1749,-0.10913,0.2,0.2,1.043,0.0,0.05,-0.0179,0.02235,-0.09845,0.001594,-0.003132,0.331,0.0,0.05,-0.0179,0.001995,0.1416,0.001576,0.006893,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.125,0.9185,-0.1931,-0.3623,0.2676,0.517,-0.1931,-0.3623,-0.04285,-0.0724,0.05295,-0.05777,-0.216,0.0808,-0.006905,0.1075,0.2351,-0.1757,-0.2097,0.08374,0.06464,-0.0958,-0.2434,-0.0004373,0.1455,-0.1116,-0.01126
-0.00949,-0.007057,-0.002987,0.002104,-0.04163,-0.1954,0.03992,0.1761,-0.1979,0.03912,0.01949,-0.1953,0.04028,0.08453,-0.1953,0.03976,-0.1628,-0.1975,0.03928,-0.1761,-0.2335,-0.1826,0.05008,0.05508,0.04105,-0.00976,-0.002207,0.2598,0.2583,0.2922,-0.292,0.2064,-0.1306,0.04184,0.1654,0.0549,-0.01495,-0.0003786,0.1802,-0.02428,-0.001212,0.1869,-0.02954,0.001081,0.19,0.01723,-0.00333,0.03696,0.04504,0.01747,-0.0404,0.02338,-0.1,-0.1,-0.1,-0.1,0.2308,0.2316,0.861,1.664,0.706,0.674,-0.7544,-0.7227,-0.4375,-0.424,0.11633,0.06143,-0.1467,-0.1289,0.2,0.2,1.055,0.0,0.05,-0.0179,0.0165,-0.08984,0.001635,-0.002254,0.3232,0.0,0.05,-0.0179,0.006584,0.1194,0.001726,0.007526,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.133,0.933,-0.1731,-0.4512,0.2786,0.6104,-0.1731,-0.4512,-0.0644,-0.1215,0.05322,-0.0728,-0.1693,0.07697,0.01063,0.1143,0.2113,-0.1503,-0.129,0.092,0.02495,-0.0733,-0.1649,-0.000389,0.17,-0.10986,-0.05112
0.002422,0.007534,-0.002909,0.0001484,-0.038,-0.1968,0.0401,0.1763,-0.1985,0.03983,-0.00715,-0.1967,0.04056,0.1159,-0.1973,0.0399,-0.1438,-0.1942,0.03928,-0.1765,-0.2002,-0.1548,0.0638,0.0567,0.05838,-0.00844,-0.00635,0.2688,0.2517,0.2803,-0.2837,0.1895,-0.1277,0.0189,0.152,0.05106,-0.01929,-0.003263,0.1794,-0.02002,-0.005016,0.1855,-0.01463,-0.003119,0.1869,0.03238,-0.006657,0.0656,0.04745,0.009026,-0.03595,0.03082,-0.1,-0.1,-0.1,-0.1,0.12384,0.2542,0.811,1.606,0.6934,0.6763,-0.7656,-0.6265,-0.415,-0.4534,0.144,0.0385,-0.1158,-0.1461,0.2,0.2,1.048,0.0,0.05,-0.0179,0.010315,-0.0869,0.001683,-0.002516,0.3184,0.0,0.05,-0.0179,0.00708,0.1019,0.00172,0.006844,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.112,0.9604,-0.1736,-0.581,0.2866,0.7827,-0.1736,-0.581,-0.07404,-0.1464,0.04926,-0.0816,-0.10236,0.07806,0.06183,0.1501,0.1821,-0.09796,-0.04428,0.085,0.005806,-0.06088,-0.0644,0.0014515,0.1522,-0.11224,-0.09344
0.01564,0.02362,-0.002396,-0.0007205,-0.02986,-0.1984,0.03748,0.1744,-0.189,0.04102,-0.02872,-0.1985,0.03647,0.1517,-0.2,0.0379,-0.11975,-0.181,0.03925,-0.1759,-0.1584,-0.1321,0.065,0.05957,0.063,-0.007275,-0.009514,0.265,0.239,0.2588,-0.2812,0.17,-0.0946,-0.002316,0.1373,0.0328,-0.03125,-0.005337,0.1578,-0.02206,-0.007164,0.1603,-0.002794,-0.006363,0.166,0.04346,-0.008766,0.0937,0.04764,-0.004772,-0.013535,0.03827,-0.1,-0.1,-0.1,-0.1,0.0329,0.27,0.741,1.564,0.6787,0.7017,-0.781,-0.553,-0.3928,-0.4805,0.1819,0.0359,-0.0919,-0.1608,0.2,0.2,1.014,0.0,0.05,-0.0179,0.003654,-0.1014,0.0015745,-0.002714,0.3225,0.0,0.05,-0.0179,0.00507,0.0881,0.00157,0.00476,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.069,0.983,-0.1897,-0.6924,0.2917,0.984,-0.1897,-0.6924,-0.0745,-0.1366,0.0385,-0.081,-0.03998,0.0899,0.1335,0.2124,0.15,-0.03745,0.002232,0.07153,0.009415,-0.05954,-0.0007424,0.00624,0.0942,-0.1156,-0.1171
0.022,0.03116,-0.001495,0.000681,-0.01942,-0.1942,0.03168,0.1699,-0.1681,0.0397,-0.03305,-0.1951,0.0274,0.1698,-0.1951,0.03345,-0.0966,-0.1619,0.03918,-0.1724,-0.1362,-0.1145,0.0571,0.05862,0.0614,-0.007683,-0.01046,0.2527,0.2249,0.2294,-0.2754,0.1475,-0.0313,-0.00759,0.1181,0.01675,-0.0314,-0.00739,0.11017,-0.01967,-0.00834,0.1085,0.00399,-0.00813,0.1294,0.04242,-0.00985,0.11743,0.04117,-0.01892,0.0271,0.0396,-0.1,-0.1,-0.1,-0.1,-0.0362,0.2698,0.692,1.594,0.6973,0.738,-0.7876,-0.523,-0.3801,-0.4841,0.2269,0.04837,-0.0752,-0.176,0.2,0.2,0.953,0.0,0.05,-0.0179,-0.002146,-0.1307,0.001124,-0.001651,0.3447,0.0,0.05,-0.0179,0.006847,0.0785,0.00111,0.001976,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.0205,0.9805,-0.2042,-0.728,0.3013,1.16,-0.2041,-0.728,-0.072,-0.1021,0.02472,-0.0811,-0.01157,0.1112,0.1925,0.278,0.105,-0.000454,0.009415,0.0735,0.01855,-0.0681,0.01228,0.01228,0.03912,-0.11444,-0.12085
0.0188,0.02693,-0.000597,0.003653,-0.01124,-0.1783,0.02827,0.1671,-0.1559,0.031,-0.03812,-0.1794,0.0221,0.1711,-0.1718,0.03085,-0.077,-0.1414,0.03915,-0.1666,-0.1617,-0.09875,0.05167,0.0522,0.05994,-0.00879,-0.010254,0.2441,0.2206,0.1965,-0.2478,0.1221,0.02385,3.93e-06,0.0941,0.01232,-0.01997,-0.008575,0.0652,-0.01289,-0.00865,0.06274,0.00577,-0.008484,0.10254,0.03424,-0.01003,0.1388,0.0318,-0.02754,0.05695,0.03534,-0.1,-0.1,-0.1,-0.1,-0.09406,0.2627,0.679,1.68,0.7583,0.7734,-0.787,-0.516,-0.3823,-0.4727,0.268,0.05606,-0.05927,-0.1943,0.2,0.2,0.8867,0.0,0.05,-0.0179,-0.002296,-0.1539,0.000478,-0.0002806,0.3882,0.0,0.05,-0.0179,0.01545,0.0707,0.0004687,8.833e-05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.9683,0.953,-0.2155,-0.7007,0.3213,1.288,-0.2155,-0.7007,-0.071,-0.0732,0.01643,-0.0876,-0.02155,0.1267,0.225,0.32,0.05533,0.007046,0.002981,0.0936,0.02257,-0.092,0.00485,0.01478,0.01244,-0.1068,-0.11755
0.01048,0.01663,6.9e-06,0.006195,-0.006893,-0.1566,0.03152,0.1698,-0.168,0.01476,-0.0613,-0.1548,0.02737,0.1711,-0.1348,0.03345,-0.061,-0.1198,0.03894,-0.1613,-0.2194,-0.0899,0.05338,0.04514,0.0597,-0.007965,-0.01008,0.2435,0.2274,0.1644,-0.2,0.09717,0.04013,0.007744,0.0697,0.01409,-0.01078,-0.00872,0.05045,-0.00827,-0.008545,0.0505,0.00527,-0.00839,0.10095,0.02821,-0.00991,0.1544,0.02591,-0.03021,0.05734,0.03108,-0.1,-0.1,-0.1,-0.1,-0.1317,0.2563,0.681,1.761,0.821,0.8,-0.7856,-0.528,-0.397,-0.469,0.3,0.04733,-0.04538,-0.2145,0.2,0.2,0.8325,0.0,0.05,-0.0179,0.0057,-0.1631,2.79e-05,-0.0002582,0.4404,0.0,0.05,-0.0179,0.02661,0.06207,4.435e-05,-0.0003548,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.919,0.921,-0.2366,-0.669,0.3484,1.363,-0.2366,-0.669,-0.07184,-0.0657,0.01772,-0.0956,-0.05212,0.1236,0.2415,0.3367,0.02104,0.002691,-0.0007834,0.1066,0.02473,-0.1262,-0.00013,0.01431,0.004383,-0.09717,-0.1156
0.003101,0.007694,0.0003548,0.00731,-0.00445,-0.1437,0.03705,0.1744,-0.1888,-0.00281,-0.0905,-0.1343,0.0364,0.1741,-0.1034,0.03787,-0.05026,-0.1001,0.03842,-0.1576,-0.2634,-0.0889,0.05826,0.04236,0.0599,-0.004623,-0.01016,0.2463,0.2378,0.1332,-0.1497,0.0778,0.03473,0.01209,0.05066,0.01833,-0.007187,-0.00856,0.0592,-0.00649,-0.00848,0.0605,0.005535,-0.008446,0.1105,0.0273,-0.00988,0.1577,0.02489,-0.03008,0.03995,0.02977,-0.1,-0.1,-0.1,-0.1,-0.1436,0.2441,0.6772,1.804,0.8433,0.819,-0.785,-0.5605,-0.4119,-0.4731,0.3213,0.02821,-0.04153,-0.2313,0.2,0.2,0.787,0.0,0.05,-0.0179,0.0177,-0.1747,-0.0001022,-0.001754,0.4875,0.0,0.05,-0.0179,0.0328,0.0559,-1.526e-05,-0.0001516,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.885,0.908,-0.268,-0.666,0.371,1.394,-0.268,-0.666,-0.0732,-0.06445,0.02519,-0.1013,-0.0863,0.1054,0.2522,0.3428,0.002016,-0.000383,-0.0008554,0.0978,0.03186,-0.1543,-0.000915,0.02112,0.001851,-0.09106,-0.11554
-0.000749,0.003092,0.00058,0.00764,-0.002449,-0.1472,0.03952,0.1765,-0.1984,-0.01516,-0.1092,-0.1263,0.04053,0.1761,-0.08636,0.0399,-0.04495,-0.0849,0.03806,-0.1549,-0.2744,-0.09064,0.0623,0.04187,0.06003,-0.001028,-0.00996,0.2466,0.247,0.1015,-0.1068,0.0652,0.0357,0.01791,0.03827,0.02585,-0.003092,-0.0085,0.0717,-0.003584,-0.00851,0.0709,0.007996,-0.00853,0.115,0.02907,-0.00992,0.1515,0.0256,-0.02968,0.02286,0.02954,-0.1,-0.1,-0.1,-0.1,-0.1433,0.2267,0.672,1.815,0.836,0.8354,-0.785,-0.5996,-0.4124,-0.472,0.328,0.011635,-0.0489,-0.2405,0.2,0.2,0.736,0.0,0.05,-0.0179,0.02591,-0.1991,-9.6e-05,-0.003794,0.5293,0.0,0.05,-0.0179,0.03156,0.05603,7.97e-05,9.3e-06,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8643,0.922,-0.2947,-0.6875,0.3804,1.396,-0.2947,-0.6875,-0.0737,-0.05405,0.0354,-0.1048,-0.1171,0.08234,0.2573,0.347,-0.02013,-0.00067,4.4e-06,0.082,0.04474,-0.1692,-0.00263,0.04086,0.001478,-0.0887,-0.1159
-0.00118,0.002655,0.000682,0.00782,-0.001513,-0.1638,0.03952,0.1764,-0.1979,-0.01784,-0.1195,-0.1318,0.0403,0.1764,-0.07385,0.0398,-0.0413,-0.0685,0.0384,-0.1519,-0.2727,-0.0953,0.0664,0.03943,0.06003,0.0005984,-0.00859,0.2438,0.2556,0.0734,-0.0707,0.05576,0.0414,0.02632,0.02919,0.03394,0.003498,-0.008545,0.08234,0.001226,-0.00856,0.07916,0.01163,-0.00857,0.1181,0.03073,-0.00996,0.147,0.0251,-0.0296,0.01272,0.02722,-0.1,-0.1,-0.1,-0.1,-0.1453,0.2167,0.6777,1.815,0.827,0.8467,-0.785,-0.626,-0.3982,-0.4658,0.322,0.00343,-0.0612,-0.2448,0.2,0.2,0.682,0.0,0.05,-0.0179,0.02864,-0.2277,-1.81e-05,-0.00547,0.576,0.0,0.05,-0.0179,0.028,0.0635,0.0001264,4.214e-05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.853,0.949,-0.3071,-0.7104,0.3787,1.386,-0.3071,-0.7104,-0.0738,-0.04224,0.0458,-0.1062,-0.1426,0.06305,0.2566,0.349,-0.0544,-0.0001838,0.0003796,0.0762,0.05734,-0.1769,-0.0087,0.064,0.003466,-0.0865,-0.116
0.001379,0.00598,0.000597,0.00787,-0.002743,-0.1833,0.03925,0.176,-0.1959,-0.00829,-0.1294,-0.1477,0.03943,0.176,-0.05408,0.03937,-0.0362,-0.04504,0.03903,-0.1482,-0.2866,-0.106,0.07306,0.0356,0.06,-0.000425,-0.00599,0.2416,0.2644,0.0566,-0.03888,0.0464,0.03903,0.03244,0.02042,0.0387,0.00851,-0.00862,0.09344,0.004765,-0.008606,0.0907,0.01402,-0.00859,0.1273,0.03099,-0.00998,0.1499,0.02304,-0.02968,0.008194,0.02286,-0.1,-0.1,-0.1,-0.1,-0.1526,0.223,0.7026,1.822,0.8296,0.8467,-0.7856,-0.634,-0.383,-0.4658,0.3152,0.0006084,-0.0714,-0.2524,0.2,0.2,0.6494,0.0,0.05,-0.0179,0.03033,-0.2499,0.0002782,-0.006447,0.632,0.0,0.05,-0.0179,0.02751,0.07764,0.0002036,5.174e-05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.851,0.971,-0.31,-0.721,0.3748,1.365,-0.31,-0.721,-0.0738,-0.04126,0.05154,-0.10834,-0.1597,0.0554,0.253,0.3496,-0.0941,4.83e-05,-0.0003216,0.08124,0.0644,-0.1835,-0.02089,0.0775,0.00793,-0.08295,-0.116
0.005642,0.01151,0.0003483,0.00795,-0.006157,-0.1951,0.03918,0.1758,-0.1952,0.00995,-0.1404,-0.1675,0.03912,0.1759,-0.02596,0.0392,-0.03075,-0.01714,0.03934,-0.1449,-0.3252,-0.1214,0.0818,0.03333,0.06,-0.003593,-0.003267,0.2429,0.2708,0.0569,-0.00788,0.0373,0.0317,0.03262,0.011826,0.04114,0.00871,-0.00856,0.1038,0.004692,-0.00856,0.1032,0.013885,-0.00857,0.1394,0.0301,-0.00997,0.157,0.02121,-0.02971,0.007538,0.0198,-0.1,-0.1,-0.1,-0.1,-0.1624,0.2395,0.746,1.835,0.8403,0.837,-0.7856,-0.628,-0.3743,-0.4744,0.318,-0.001211,-0.0734,-0.2664,0.2,0.2,0.6504,0.0,0.05,-0.0179,0.03256,-0.2615,0.00082,-0.006805,0.695,0.0,0.05,-0.0179,0.02988,0.0931,0.0005136,3.654e-05,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8584,0.98,-0.313,-0.721,0.373,1.34,-0.313,-0.721,-0.0736,-0.0467,0.04987,-0.115,-0.1641,0.06058,0.2465,0.349,-0.1309,8.285e-05,-0.003124,0.0911,0.0658,-0.1931,-0.03812,0.0783,0.01434,-0.07886,-0.116
